PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,FP
Dennis Schroder,TOR,TOR vs. POR,10/30/2023,L,32,10,4,10,40,1,3,33.3,1,1,100,0,1,1,8,1,0,1,1,1,25.2
OG Anunoby,TOR,TOR vs. POR,10/30/2023,L,30,10,4,12,33.3,2,9,22.2,0,0,-,0,3,3,1,2,1,2,0,0,22.1
Scottie Barnes,TOR,TOR vs. POR,10/30/2023,L,37,20,8,19,42.1,1,4,25,3,3,100,4,8,12,2,2,1,4,3,1,42.4
Gradey Dick,TOR,TOR vs. POR,10/30/2023,L,21,4,2,7,28.6,0,3,0,0,0,-,1,5,6,0,2,0,0,3,-9,17.2
Kris Dunn,UTA,UTA @ DEN,10/30/2023,L,6,0,0,2,0,0,1,0,0,0,-,0,2,2,1,0,0,0,1,0,3.9
Lauri Markkanen,UTA,UTA @ DEN,10/30/2023,L,38,27,10,24,41.7,5,13,38.5,2,2,100,5,9,14,5,0,1,2,2,3,52.3
John Collins,UTA,UTA @ DEN,10/30/2023,L,34,15,7,16,43.8,1,3,33.3,0,3,0,3,6,9,1,1,0,0,3,-5,30.3
Talen Horton-Tucker,UTA,UTA @ DEN,10/30/2023,L,30,16,7,12,58.3,2,3,66.7,0,0,-,0,3,3,8,0,0,1,4,2,30.6
Ochai Agbaji,UTA,UTA @ DEN,10/30/2023,L,15,0,0,5,0,0,2,0,0,0,-,1,1,2,2,0,0,0,0,-1,5.4
Walker Kessler,UTA,UTA @ DEN,10/30/2023,L,29,22,10,11,90.9,0,0,-,2,3,66.7,3,10,13,0,0,1,2,4,-2,38.6
Keyonte George,UTA,UTA @ DEN,10/30/2023,L,20,3,1,6,16.7,1,4,25,0,0,-,1,0,1,2,1,0,0,0,-12,10.2
Collin Sexton,UTA,UTA @ DEN,10/30/2023,L,17,12,5,10,50,2,5,40,0,0,-,0,0,0,0,0,0,1,2,-10,11
Jordan Clarkson,UTA,UTA @ DEN,10/30/2023,L,34,4,2,10,20,0,4,0,0,3,0,2,1,3,6,1,0,5,1,-7,14.6
Kelly Olynyk,UTA,UTA @ DEN,10/30/2023,L,18,3,0,2,0,0,2,0,3,4,75,2,2,4,5,3,0,1,4,-8,23.3
Danilo Gallinari,WAS,WAS vs. BOS,10/30/2023,L,16,3,1,5,20,0,2,0,1,2,50,0,2,2,2,1,0,1,0,-14,10.4
Tyus Jones,WAS,WAS vs. BOS,10/30/2023,L,27,11,5,9,55.6,1,4,25,0,0,-,0,3,3,7,1,0,2,0,-31,26.1
Delon Wright,WAS,WAS vs. BOS,10/30/2023,L,12,1,0,2,0,0,0,-,1,2,50,0,2,2,2,0,0,0,0,-6,6.4
Kyle Kuzma,WAS,WAS vs. BOS,10/30/2023,L,26,21,9,15,60,3,6,50,0,0,-,0,5,5,4,0,0,2,0,-24,31
Jordan Poole,WAS,WAS vs. BOS,10/30/2023,L,25,11,5,11,45.5,1,5,20,0,0,-,2,1,3,2,3,1,3,3,-29,26.6
Deni Avdija,WAS,WAS vs. BOS,10/30/2023,L,22,11,4,10,40,1,3,33.3,2,2,100,2,5,7,1,1,0,0,4,-26,23.9
Jared Butler,WAS,WAS vs. BOS,10/30/2023,L,6,0,0,2,0,0,2,0,0,0,-,0,0,0,1,0,0,1,0,4,0.5
Corey Kispert,WAS,WAS vs. BOS,10/30/2023,L,24,9,3,6,50,3,6,50,0,2,0,0,2,2,0,0,0,2,1,-13,9.4
Patrick Baldwin Jr.,WAS,WAS vs. BOS,10/30/2023,L,6,0,0,1,0,0,1,0,0,0,-,0,0,0,1,0,0,0,0,4,1.5
Eugene Omoruyi,WAS,WAS vs. BOS,10/30/2023,L,12,14,5,5,100,1,1,100,3,4,75,3,3,6,1,1,1,0,0,14,28.7
Johnny Davis,WAS,WAS vs. BOS,10/30/2023,L,16,5,2,4,50,0,0,-,1,2,50,1,1,2,0,0,0,2,2,8,5.4
Ryan Rollins,WAS,WAS vs. BOS,10/30/2023,L,12,7,0,2,0,0,0,-,7,8,87.5,1,0,1,3,4,0,1,1,14,23.7
Bilal Coulibaly,WAS,WAS vs. BOS,10/30/2023,L,28,9,4,12,33.3,1,6,16.7,0,0,-,2,3,5,1,1,2,1,0,-5,24.5
Anthony Gill,WAS,WAS vs. BOS,10/30/2023,L,10,5,1,3,33.3,0,0,-,3,4,75,0,2,2,1,0,0,0,2,9,8.9
Tristan Thompson,CLE,CLE vs. NYK,10/31/2023,L,19,4,1,1,100,0,0,-,2,2,100,1,1,2,1,0,2,2,2,-1,11.9
Damian Jones,CLE,CLE vs. NYK,10/31/2023,L,5,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,2,3.2
Dean Wade,CLE,CLE vs. NYK,10/31/2023,L,16,0,0,5,0,0,4,0,0,0,-,2,1,3,1,0,0,1,3,-5,4.1
Sam Merrill,CLE,CLE vs. NYK,10/31/2023,L,14,6,2,4,50,2,4,50,0,0,-,0,1,1,2,1,0,1,0,-2,12.2
Evan Mobley,CLE,CLE vs. NYK,10/31/2023,L,29,6,3,9,33.3,0,0,-,0,0,-,4,8,12,5,0,2,2,0,-19,31.9
Isaiah Mobley,CLE,CLE vs. NYK,10/31/2023,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-3,1.2
Craig Porter,CLE,CLE vs. NYK,10/31/2023,L,22,10,5,12,41.7,0,1,0,0,0,-,1,3,4,2,2,1,3,3,-9,23.8
Isaac Okoro,CLE,CLE vs. NYK,10/31/2023,L,25,11,4,11,36.4,2,5,40,1,2,50,3,4,7,0,0,0,1,2,-9,18.4
Georges Niang,CLE,CLE vs. NYK,10/31/2023,L,24,11,4,12,33.3,3,9,33.3,0,0,-,0,3,3,1,0,0,2,3,-12,14.1
Max Strus,CLE,CLE vs. NYK,10/31/2023,L,33,6,2,9,22.2,1,7,14.3,1,2,50,0,3,3,3,0,0,0,2,-12,14.1
Emoni Bates,CLE,CLE vs. NYK,10/31/2023,L,23,9,3,8,37.5,2,5,40,1,2,50,1,5,6,1,0,1,1,1,-9,19.7
Donovan Mitchell,CLE,CLE vs. NYK,10/31/2023,L,29,26,11,20,55,0,3,0,4,4,100,2,1,3,3,3,0,2,2,-11,41.1
Russell Westbrook,LAC,LAC vs. ORL,10/31/2023,W,33,18,8,16,50,0,4,0,2,2,100,0,6,6,7,5,1,3,4,16,50.7
Paul George,LAC,LAC vs. ORL,10/31/2023,W,33,27,8,17,47.1,6,9,66.7,5,6,83.3,1,6,7,7,2,0,3,2,15,48.9
Ivica Zubac,LAC,LAC vs. ORL,10/31/2023,W,23,9,4,8,50,0,0,-,1,2,50,2,7,9,1,0,1,1,1,19,23.3
Bones Hyland,LAC,LAC vs. ORL,10/31/2023,W,32,17,6,14,42.9,4,7,57.1,1,2,50,0,0,0,3,1,0,1,4,8,23.5
Norman Powell,LAC,LAC vs. ORL,10/31/2023,W,29,17,5,8,62.5,2,5,40,5,7,71.4,0,3,3,3,0,0,3,4,-2,22.1
Mason Plumlee,LAC,LAC vs. ORL,10/31/2023,W,22,10,5,7,71.4,0,0,-,0,2,0,2,5,7,2,0,1,2,4,-5,22.4
Kawhi Leonard,LAC,LAC vs. ORL,10/31/2023,W,33,8,3,11,27.3,0,3,0,2,2,100,2,6,8,3,2,0,1,1,18,27.1
Jordan Miller,LAC,LAC vs. ORL,10/31/2023,W,3,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,1,2,3
Kobe Brown,LAC,LAC vs. ORL,10/31/2023,W,19,7,3,4,75,1,2,50,0,0,-,1,2,3,1,0,1,0,4,11,15.1
Moussa Diabate,LAC,LAC vs. ORL,10/31/2023,W,3,2,1,2,50,0,0,-,0,0,-,1,0,1,2,0,0,1,0,2,5.2
Amir Coffey,LAC,LAC vs. ORL,10/31/2023,W,10,0,0,1,0,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-4,-1
Julius Randle,NYK,NYK @ CLE,10/31/2023,W,31,19,5,14,35.7,2,5,40,7,10,70,3,7,10,2,1,0,1,1,18,36
Ryan Arcidiacono,NYK,NYK @ CLE,10/31/2023,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,1,1.2
Isaiah Hartenstein,NYK,NYK @ CLE,10/31/2023,W,23,13,5,10,50,0,2,0,3,3,100,4,3,7,1,2,1,1,3,12,30.9
Josh Hart,NYK,NYK @ CLE,10/31/2023,W,28,5,2,6,33.3,1,3,33.3,0,0,-,0,7,7,3,0,0,1,2,2,16.9
Jalen Brunson,NYK,NYK @ CLE,10/31/2023,W,34,19,7,16,43.8,1,3,33.3,4,5,80,0,5,5,2,2,0,5,1,21,29
Mitchell Robinson,NYK,NYK @ CLE,10/31/2023,W,22,8,4,4,100,0,0,-,0,0,-,3,4,7,0,1,0,1,0,6,18.4
DaQuan Jeffries,NYK,NYK @ CLE,10/31/2023,W,4,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,1,-5,0
Quentin Grimes,NYK,NYK @ CLE,10/31/2023,W,22,5,2,4,50,1,3,33.3,0,0,-,0,1,1,1,2,0,0,3,8,13.7
Dylan Windler,NYK,NYK @ CLE,10/31/2023,W,3,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,0,0,0,1.2
Miles McBride,NYK,NYK @ CLE,10/31/2023,W,4,3,1,2,50,1,2,50,0,0,-,0,0,0,0,0,0,0,1,-5,3
Jericho Sims,NYK,NYK @ CLE,10/31/2023,W,3,0,0,1,0,0,0,-,0,0,-,1,0,1,1,0,0,0,0,0,2.7
Donte DiVincenzo,NYK,NYK @ CLE,10/31/2023,W,15,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,6,1,0,1,3,9,16.4
RJ Barrett,NYK,NYK @ CLE,10/31/2023,W,25,16,5,13,38.5,3,5,60,3,4,75,1,2,3,0,0,0,1,2,14,18.6
Immanuel Quickley,NYK,NYK @ CLE,10/31/2023,W,24,18,6,11,54.5,3,6,50,3,3,100,0,3,3,2,0,0,3,0,9,21.6
Markelle Fultz,ORL,ORL @ LAC,10/31/2023,L,32,12,6,11,54.5,0,0,-,0,1,0,1,4,5,1,1,0,2,3,-16,20.5
Wendell Carter Jr.,ORL,ORL @ LAC,10/31/2023,L,30,7,2,8,25,0,2,0,3,6,50,1,7,8,3,1,0,2,2,-16,22.1
Franz Wagner,ORL,ORL @ LAC,10/31/2023,L,32,14,6,13,46.2,2,7,28.6,0,0,-,1,7,8,3,0,1,3,4,5,28.1
Cole Anthony,ORL,ORL @ LAC,10/31/2023,L,18,10,3,6,50,0,2,0,4,6,66.7,0,2,2,1,0,0,1,3,-18,12.9
Moritz Wagner,ORL,ORL @ LAC,10/31/2023,L,14,13,4,7,57.1,0,2,0,5,6,83.3,0,1,1,1,1,1,1,2,1,20.7
Joe Ingles,ORL,ORL @ LAC,10/31/2023,L,13,0,0,1,0,0,1,0,0,0,-,0,1,1,1,0,0,0,0,-4,2.7
Gary Harris,ORL,ORL @ LAC,10/31/2023,L,18,9,3,5,60,2,4,50,1,3,33.3,0,2,2,2,1,0,0,1,0,17.4
Jett Howard,ORL,ORL @ LAC,10/31/2023,L,4,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1,3.2
Anthony Black,ORL,ORL @ LAC,10/31/2023,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-1,1.5
Caleb Houstan,ORL,ORL @ LAC,10/31/2023,L,4,6,2,5,40,1,4,25,1,1,100,0,0,0,0,0,0,0,0,-1,6
Paolo Banchero,ORL,ORL @ LAC,10/31/2023,L,32,15,5,13,38.5,1,3,33.3,4,8,50,0,4,4,4,4,0,3,3,-15,34.8
Jalen Suggs,ORL,ORL @ LAC,10/31/2023,L,32,11,5,10,50,1,5,20,0,0,-,2,4,6,3,1,1,3,5,-12,25.7
Chuma Okeke,ORL,ORL @ LAC,10/31/2023,L,4,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,1,0,-1,2.2
Goga Bitadze,ORL,ORL @ LAC,10/31/2023,L,4,1,0,0,-,0,0,-,1,2,50,1,0,1,3,0,0,0,0,-1,6.7
Jusuf Nurkic,PHX,PHX vs. SAS,10/31/2023,L,30,12,4,10,40,2,5,40,2,2,100,0,12,12,4,1,2,0,4,-8,41.4
Josh Okogie,PHX,PHX vs. SAS,10/31/2023,L,30,11,3,10,30,1,4,25,4,5,80,1,1,2,2,0,2,2,1,-3,20.4
Grayson Allen,PHX,PHX vs. SAS,10/31/2023,L,37,19,5,9,55.6,5,7,71.4,4,4,100,1,6,7,3,0,1,2,2,-12,32.9
Yuta Watanabe,PHX,PHX vs. SAS,10/31/2023,L,19,11,4,8,50,3,7,42.9,0,0,-,1,2,3,2,1,0,2,1,-6,18.6
Drew Eubanks,PHX,PHX vs. SAS,10/31/2023,L,17,3,1,3,33.3,0,0,-,1,2,50,1,8,9,4,1,2,2,1,13,26.8
Jordan Goodwin,PHX,PHX vs. SAS,10/31/2023,L,15,6,3,7,42.9,0,2,0,0,0,-,2,2,4,0,1,0,1,3,-2,12.8
Kevin Durant,PHX,PHX vs. SAS,10/31/2023,L,37,26,12,19,63.2,1,3,33.3,1,2,50,0,2,2,7,2,0,5,0,3,39.9
Eric Gordon,PHX,PHX vs. SAS,10/31/2023,L,36,20,8,14,57.1,4,9,44.4,0,0,-,0,2,2,6,0,0,4,1,8,27.4
Nassir Little,PHX,PHX vs. SAS,10/31/2023,L,18,6,2,3,66.7,2,2,100,0,0,-,0,2,2,1,2,0,1,5,2,14.9
Cedi Osman,SAS,SAS @ PHX,10/31/2023,W,19,9,4,7,57.1,1,2,50,0,1,0,0,2,2,1,1,0,0,0,6,15.9
Zach Collins,SAS,SAS @ PHX,10/31/2023,W,27,14,6,11,54.5,1,3,33.3,1,1,100,1,4,5,4,1,3,2,3,8,36
Keldon Johnson,SAS,SAS @ PHX,10/31/2023,W,33,27,10,20,50,4,9,44.4,3,4,75,1,2,3,4,2,0,0,1,1,42.6
Julian Champagnie,SAS,SAS @ PHX,10/31/2023,W,3,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-1,0
Malaki Branham,SAS,SAS @ PHX,10/31/2023,W,9,3,1,7,14.3,1,4,25,0,0,-,0,0,0,0,1,0,1,0,2,5
Jeremy Sochan,SAS,SAS @ PHX,10/31/2023,W,30,8,3,8,37.5,0,1,0,2,3,66.7,1,6,7,5,0,0,0,5,-7,23.9
Doug McDermott,SAS,SAS @ PHX,10/31/2023,W,15,6,2,3,66.7,2,2,100,0,0,-,0,1,1,1,1,0,0,1,0,11.7
Charles Bassey,SAS,SAS @ PHX,10/31/2023,W,15,2,1,2,50,0,0,-,0,0,-,1,2,3,1,0,1,1,4,-13,9.1
Devin Vassell,SAS,SAS @ PHX,10/31/2023,W,36,18,7,17,41.2,3,8,37.5,1,2,50,1,5,6,5,3,0,3,0,-1,38.7
Tre Jones,SAS,SAS @ PHX,10/31/2023,W,24,10,3,4,75,0,1,0,4,4,100,0,2,2,3,1,1,0,0,13,22.9
Victor Wembanyama,SAS,SAS @ PHX,10/31/2023,W,28,18,6,12,50,2,6,33.3,4,5,80,3,5,8,1,0,4,5,3,-3,36.1
Clint Capela,ATL,ATL vs. WAS,11/1/2023,W,21,10,4,6,66.7,0,0,-,2,2,100,4,7,11,0,1,0,0,0,17,26.2
Dejounte Murray,ATL,ATL vs. WAS,11/1/2023,W,34,24,10,15,66.7,3,5,60,1,2,50,0,4,4,8,1,1,4,2,15,42.8
Jalen Johnson,ATL,ATL vs. WAS,11/1/2023,W,24,8,3,7,42.9,0,2,0,2,2,100,4,7,11,2,0,0,5,2,10,19.2
AJ Griffin,ATL,ATL vs. WAS,11/1/2023,W,12,0,0,2,0,0,2,0,0,0,-,0,0,0,0,0,0,0,0,-14,0
Bogdan Bogdanovic,ATL,ATL vs. WAS,11/1/2023,W,23,12,4,10,40,1,5,20,3,3,100,0,3,3,1,1,1,1,2,8,22.1
Trae Young,ATL,ATL vs. WAS,11/1/2023,W,35,23,7,18,38.9,1,3,33.3,8,9,88.9,0,3,3,10,2,0,3,1,4,44.6
De'Andre Hunter,ATL,ATL vs. WAS,11/1/2023,W,33,23,8,16,50,2,7,28.6,5,6,83.3,0,7,7,3,2,0,5,5,3,36.9
Onyeka Okongwu,ATL,ATL vs. WAS,11/1/2023,W,27,16,6,8,75,0,1,0,4,4,100,5,6,11,2,0,1,1,3,-8,34.2
Saddiq Bey,ATL,ATL vs. WAS,11/1/2023,W,32,14,4,10,40,2,7,28.6,4,4,100,1,6,7,0,1,0,1,1,10,24.4
Cam Thomas,BKN,BKN @ MIA,11/1/2023,W,34,13,4,19,21.1,2,7,28.6,3,4,75,0,2,2,1,3,1,4,2,-9,24.9
Day'Ron Sharpe,BKN,BKN @ MIA,11/1/2023,W,13,5,2,3,66.7,0,0,-,1,2,50,1,6,7,1,1,0,0,0,15,17.9
Mikal Bridges,BKN,BKN @ MIA,11/1/2023,W,31,21,7,16,43.8,2,7,28.6,5,5,100,2,5,7,5,1,0,2,1,-14,37.9
Dorian Finney-Smith,BKN,BKN @ MIA,11/1/2023,W,30,15,6,10,60,3,5,60,0,0,-,0,3,3,2,0,0,1,3,-20,20.6
Jalen Wilson,BKN,BKN @ MIA,11/1/2023,W,6,0,0,1,0,0,0,-,0,0,-,0,1,1,0,0,1,0,0,-4,4.2
Royce O'Neale,BKN,BKN @ MIA,11/1/2023,W,39,6,2,6,33.3,2,5,40,0,0,-,0,7,7,5,2,1,3,5,-3,27.9
Ben Simmons,BKN,BKN @ MIA,11/1/2023,W,34,4,2,5,40,0,0,-,0,2,0,2,9,11,5,0,1,4,4,-9,23.7
Lonnie Walker IV,BKN,BKN @ MIA,11/1/2023,W,25,17,4,9,44.4,1,4,25,8,11,72.7,1,2,3,4,3,0,3,1,15,32.6
Armoni Brooks,BKN,BKN @ MIA,11/1/2023,W,16,17,6,7,85.7,5,6,83.3,0,0,-,0,2,2,0,0,0,0,0,30,19.4
Trendon Watford,BKN,BKN @ MIA,11/1/2023,W,14,11,4,6,66.7,1,2,50,2,2,100,1,3,4,4,1,0,1,2,19,23.8
Sam Hauser,BOS,BOS vs. IND,11/1/2023,W,19,17,5,7,71.4,5,6,83.3,2,2,100,0,3,3,0,1,0,1,3,23,22.6
Payton Pritchard,BOS,BOS vs. IND,11/1/2023,W,26,15,6,10,60,2,3,66.7,1,1,100,1,3,4,9,0,0,0,2,32,33.3
Oshae Brissett,BOS,BOS vs. IND,11/1/2023,W,20,4,1,4,25,0,1,0,2,2,100,0,1,1,0,2,0,0,0,21,11.2
Svi Mykhailiuk,BOS,BOS vs. IND,11/1/2023,W,11,5,2,6,33.3,1,4,25,0,0,-,0,3,3,0,0,0,0,0,17,8.6
Luke Kornet,BOS,BOS vs. IND,11/1/2023,W,6,2,1,1,100,0,0,-,0,0,-,1,1,2,0,0,0,0,0,7,4.4
Dalano Banton,BOS,BOS vs. IND,11/1/2023,W,8,11,4,4,100,0,0,-,3,3,100,0,3,3,1,1,0,0,2,3,19.1
Lamar Stevens,BOS,BOS vs. IND,11/1/2023,W,7,4,2,4,50,0,0,-,0,0,-,2,0,2,2,0,0,0,2,6,9.4
Derrick White,BOS,BOS vs. IND,11/1/2023,W,27,18,7,10,70,4,7,57.1,0,0,-,1,2,3,4,0,0,2,3,34,25.6
Jayson Tatum,BOS,BOS vs. IND,11/1/2023,W,27,30,9,15,60,3,5,60,9,10,90,2,10,12,4,0,0,2,1,36,48.4
Jaylen Brown,BOS,BOS vs. IND,11/1/2023,W,25,16,7,15,46.7,0,1,0,2,2,100,1,6,7,1,0,0,2,3,22,23.9
Kristaps Porzingis,BOS,BOS vs. IND,11/1/2023,W,27,13,3,7,42.9,1,3,33.3,6,6,100,1,5,6,2,0,0,2,3,27,21.2
Jrue Holiday,BOS,BOS vs. IND,11/1/2023,W,25,15,6,9,66.7,3,4,75,0,0,-,0,7,7,4,0,1,1,0,20,31.4
Al Horford,BOS,BOS vs. IND,11/1/2023,W,11,5,1,3,33.3,1,1,100,2,2,100,2,2,4,0,1,1,1,0,7,14.8
Gordon Hayward,CHA,CHA @ HOU,11/1/2023,L,31,17,6,11,54.5,0,1,0,5,7,71.4,2,5,7,5,1,1,1,1,-3,37.9
Terry Rozier,CHA,CHA @ HOU,11/1/2023,L,38,21,10,21,47.6,1,6,16.7,0,0,-,2,1,3,6,1,0,4,0,-1,32.6
JT Thor,CHA,CHA @ HOU,11/1/2023,L,13,5,2,4,50,1,3,33.3,0,0,-,0,5,5,0,3,1,1,2,-15,22
Mark Williams,CHA,CHA @ HOU,11/1/2023,L,25,9,3,4,75,0,0,-,3,6,50,3,3,6,1,2,2,1,0,-1,28.7
LaMelo Ball,CHA,CHA @ HOU,11/1/2023,L,33,19,7,15,46.7,2,6,33.3,3,4,75,1,0,1,5,1,0,3,4,-14,27.7
P.J. Washington,CHA,CHA @ HOU,11/1/2023,L,35,23,8,13,61.5,5,6,83.3,2,2,100,1,2,3,0,0,0,1,2,0,25.6
Theo Maledon,CHA,CHA @ HOU,11/1/2023,L,21,5,2,7,28.6,1,2,50,0,0,-,1,5,6,2,1,0,3,2,4,15.2
Nick Richards,CHA,CHA @ HOU,11/1/2023,L,19,10,3,6,50,0,0,-,4,4,100,4,4,8,0,0,4,1,3,-9,30.6
Brandon Miller,CHA,CHA @ HOU,11/1/2023,L,24,10,4,9,44.4,1,3,33.3,1,2,50,1,4,5,2,0,0,1,5,-6,18
Ayo Dosunmu,CHI,CHI @ DAL,11/1/2023,L,11,8,3,4,75,2,3,66.7,0,0,-,0,1,1,1,0,0,0,1,8,10.7
Jevon Carter,CHI,CHI @ DAL,11/1/2023,L,15,12,5,7,71.4,2,2,100,0,0,-,0,1,1,2,1,1,1,0,-3,21.2
Torrey Craig,CHI,CHI @ DAL,11/1/2023,L,17,2,1,2,50,0,1,0,0,0,-,2,3,5,1,0,0,0,3,1,9.5
Andre Drummond,CHI,CHI @ DAL,11/1/2023,L,12,8,4,5,80,0,0,-,0,0,-,1,2,3,0,2,0,0,2,-3,17.6
DeMar DeRozan,CHI,CHI @ DAL,11/1/2023,L,33,16,5,13,38.5,0,1,0,6,6,100,1,2,3,7,1,0,2,3,-17,31.1
Patrick Williams,CHI,CHI @ DAL,11/1/2023,L,25,0,0,6,0,0,5,0,0,0,-,1,2,3,1,1,1,2,3,-8,9.1
Coby White,CHI,CHI @ DAL,11/1/2023,L,33,10,4,12,33.3,1,6,16.7,1,2,50,0,1,1,4,0,0,3,3,-6,14.2
Alex Caruso,CHI,CHI @ DAL,11/1/2023,L,22,6,3,6,50,0,3,0,0,0,-,2,2,4,1,1,1,2,4,-5,16.3
Zach LaVine,CHI,CHI @ DAL,11/1/2023,L,36,22,7,17,41.2,5,9,55.6,3,3,100,0,2,2,1,2,0,0,2,-6,31.9
Nikola Vucevic,CHI,CHI @ DAL,11/1/2023,L,36,21,10,17,58.8,1,3,33.3,0,0,-,5,15,20,1,2,0,3,2,-6,49.5
Georges Niang,CLE,CLE @ NYK,11/1/2023,W,28,5,1,6,16.7,1,3,33.3,2,2,100,0,10,10,2,1,0,0,4,7,23
Caris LeVert,CLE,CLE @ NYK,11/1/2023,W,31,19,6,14,42.9,3,4,75,4,4,100,0,6,6,5,1,0,3,3,10,33.7
Dean Wade,CLE,CLE @ NYK,11/1/2023,W,20,6,2,3,66.7,2,3,66.7,0,0,-,1,2,3,0,0,0,0,0,-1,9.6
Evan Mobley,CLE,CLE @ NYK,11/1/2023,W,35,14,6,12,50,0,0,-,2,3,66.7,2,6,8,5,2,2,2,2,8,41.1
Craig Porter,CLE,CLE @ NYK,11/1/2023,W,11,4,1,1,100,0,0,-,2,2,100,0,1,1,0,1,0,0,3,3,8.2
Max Strus,CLE,CLE @ NYK,11/1/2023,W,35,9,3,9,33.3,0,5,0,3,3,100,0,4,4,4,0,2,5,3,3,20.8
Isaac Okoro,CLE,CLE @ NYK,11/1/2023,W,31,2,1,3,33.3,0,2,0,0,0,-,0,3,3,2,1,0,1,6,-1,10.6
Tristan Thompson,CLE,CLE @ NYK,11/1/2023,W,13,6,3,4,75,0,0,-,0,0,-,2,3,5,0,0,0,2,1,-2,10
Donovan Mitchell,CLE,CLE @ NYK,11/1/2023,W,37,30,9,22,40.9,6,15,40,6,6,100,1,5,6,4,1,1,5,5,3,44.2
Dereck Lively II,DAL,DAL vs. CHI,11/1/2023,W,33,7,3,5,60,0,0,-,1,4,25,7,6,13,6,2,1,1,3,15,39.6
Luka Doncic,DAL,DAL vs. CHI,11/1/2023,W,40,18,5,16,31.3,1,8,12.5,7,9,77.8,0,7,7,10,2,1,6,2,11,44.4
Derrick Jones Jr.,DAL,DAL vs. CHI,11/1/2023,W,31,17,7,13,53.8,3,9,33.3,0,0,-,1,4,5,1,0,0,0,2,11,24.5
Seth Curry,DAL,DAL vs. CHI,11/1/2023,W,12,4,2,5,40,0,1,0,0,0,-,2,1,3,0,0,0,1,0,-5,6.6
Jaden Hardy,DAL,DAL vs. CHI,11/1/2023,W,14,9,3,7,42.9,1,2,50,2,2,100,0,1,1,1,0,0,0,0,6,11.7
Josh Green,DAL,DAL vs. CHI,11/1/2023,W,26,3,1,5,20,1,5,20,0,0,-,0,3,3,1,0,0,2,2,14,6.1
Grant Williams,DAL,DAL vs. CHI,11/1/2023,W,30,25,7,10,70,7,9,77.8,4,6,66.7,2,3,5,1,1,0,0,1,13,35.5
Maxi Kleber,DAL,DAL vs. CHI,11/1/2023,W,4,0,0,2,0,0,1,0,0,0,-,0,2,2,0,0,0,0,0,-1,2.4
Dante Exum,DAL,DAL vs. CHI,11/1/2023,W,10,2,1,3,33.3,0,0,-,0,0,-,0,2,2,0,1,0,1,0,-5,6.4
Dwight Powell,DAL,DAL vs. CHI,11/1/2023,W,10,5,0,0,-,0,0,-,5,6,83.3,1,0,1,1,0,0,0,1,-5,7.7
Tim Hardaway Jr.,DAL,DAL vs. CHI,11/1/2023,W,27,24,8,15,53.3,7,13,53.8,1,1,100,0,3,3,2,1,0,2,0,-9,31.6
Zeke Nnaji,DEN,DEN @ MIN,11/1/2023,L,18,9,4,9,44.4,1,3,33.3,0,0,-,2,3,5,0,0,2,0,3,-6,21
Julian Strawther,DEN,DEN @ MIN,11/1/2023,L,16,5,2,7,28.6,1,6,16.7,0,1,0,0,0,0,0,1,2,0,0,2,14
Christian Braun,DEN,DEN @ MIN,11/1/2023,L,20,8,4,8,50,0,1,0,0,0,-,3,6,9,2,0,1,1,3,-3,23.8
Peyton Watson,DEN,DEN @ MIN,11/1/2023,L,16,4,2,3,66.7,0,1,0,0,0,-,0,2,2,1,0,0,2,2,-6,5.9
Reggie Jackson,DEN,DEN @ MIN,11/1/2023,L,19,2,1,4,25,0,1,0,0,0,-,0,0,0,5,2,1,1,0,-4,17.5
Kentavious Caldwell-Pope,DEN,DEN @ MIN,11/1/2023,L,26,6,2,4,50,1,1,100,1,1,100,0,0,0,0,1,1,1,2,-20,11
Hunter Tyson,DEN,DEN @ MIN,11/1/2023,L,4,2,1,2,50,0,1,0,0,0,-,0,1,1,0,0,0,0,2,-2,3.2
Braxton Key,DEN,DEN @ MIN,11/1/2023,L,5,0,0,2,0,0,0,-,0,0,-,0,0,0,3,0,0,0,2,0,4.5
Jalen Pickett,DEN,DEN @ MIN,11/1/2023,L,5,2,1,2,50,0,1,0,0,0,-,0,2,2,0,0,0,0,1,0,4.4
Michael Porter Jr.,DEN,DEN @ MIN,11/1/2023,L,25,5,2,11,18.2,0,5,0,1,1,100,2,3,5,1,1,1,0,0,-19,18.5
